task_id,job_id,stream,stashID,description
1,u-dz529,apm.pp,34059,O3P
2,u-dz529,apm.pp,34997,O1D
3,u-dz529,apm.pp,34001,O3
4,u-dz529,apm.pp,34058,N
5,u-dz529,apm.pp,34002,NO
6,u-dz529,apm.pp,34003,NO3
7,u-dz529,apm.pp,34996,NO2
8,u-dz529,apm.pp,34005,N2O5
9,u-dz529,apm.pp,34006,HO2NO2
10,u-dz529,apm.pp,34007,HONO2
11,u-dz529,apm.pp,34048,BrONO2
12,u-dz529,apm.pp,34049,N2O
13,u-dz529,apm.pp,34054,ClONO2
14,u-dz529,apm.pp,34013,HONO
15,u-dz529,apm.pp,34017,PAN
16,u-dz529,apm.pp,34032,MPAN
17,u-dz529,apm.pp,34025,MeONO2
18,u-dz529,apm.pp,34098,Lumped_N
19,u-ea034,apm.pp,34059
20,u-ea034,apm.pp,34997
21,u-ea034,apm.pp,34001
22,u-ea034,apm.pp,34058
23,u-ea034,apm.pp,34002
24,u-ea034,apm.pp,34003
25,u-ea034,apm.pp,34996
26,u-ea034,apm.pp,34005
27,u-ea034,apm.pp,34006
28,u-ea034,apm.pp,34007
29,u-ea034,apm.pp,34048
30,u-ea034,apm.pp,34049
31,u-ea034,apm.pp,34054
32,u-ea034,apm.pp,34013
33,u-ea034,apm.pp,34017
34,u-ea034,apm.pp,34032
35,u-ea034,apm.pp,34025
36,u-ea034,apm.pp,34098
37,u-ea035,apm.pp,34059
38,u-ea035,apm.pp,34997
39,u-ea035,apm.pp,34001
40,u-ea035,apm.pp,34058
41,u-ea035,apm.pp,34002
42,u-ea035,apm.pp,34003
43,u-ea035,apm.pp,34996
44,u-ea035,apm.pp,34005
45,u-ea035,apm.pp,34006
46,u-ea035,apm.pp,34007
47,u-ea035,apm.pp,34048
48,u-ea035,apm.pp,34049
49,u-ea035,apm.pp,34054
50,u-ea035,apm.pp,34013
51,u-ea035,apm.pp,34017
52,u-ea035,apm.pp,34032
53,u-ea035,apm.pp,34025
54,u-ea035,apm.pp,34098
55,u-ea036,apm.pp,34059
56,u-ea036,apm.pp,34997
57,u-ea036,apm.pp,34001
58,u-ea036,apm.pp,34058
59,u-ea036,apm.pp,34002
60,u-ea036,apm.pp,34003
61,u-ea036,apm.pp,34996
62,u-ea036,apm.pp,34005
63,u-ea036,apm.pp,34006
64,u-ea036,apm.pp,34007
65,u-ea036,apm.pp,34048
66,u-ea036,apm.pp,34049
67,u-ea036,apm.pp,34054
68,u-ea036,apm.pp,34013
69,u-ea036,apm.pp,34017
70,u-ea036,apm.pp,34032
71,u-ea036,apm.pp,34025
72,u-ea036,apm.pp,34098
73,u-dz529,apm.pp,50989,
74,u-dz529,apm.pp,50990,
75,u-dz529,apm.pp,50991,
76,u-dz529,apm.pp,50992,
77,u-ea034,apm.pp,50989,
78,u-ea034,apm.pp,50990,
79,u-ea034,apm.pp,50991,
80,u-ea034,apm.pp,50992,
81,u-ea035,apm.pp,50989,
82,u-ea035,apm.pp,50990,
83,u-ea035,apm.pp,50991,
84,u-ea035,apm.pp,50992,
85,u-ea036,apm.pp,50989,
86,u-ea036,apm.pp,50990,
87,u-ea036,apm.pp,50991,
88,u-ea036,apm.pp,50992,
89,u-dz529,apm.pp,34009,
90,u-ea034,apm.pp,34009,
91,u-ea035,apm.pp,34009,
92,u-ea036,apm.pp,34009,
93,u-dz529,apm.pp,10,
94,u-ea034,apm.pp,10,
95,u-ea035,apm.pp,10,
96,u-ea036,apm.pp,10,
